set,,name,number,unlimited,reverse,promo
Silver Tempest,Silver Tempest 11,Foongus,11,2,2,0
Silver Tempest,Silver Tempest 12,Amoonguss,12,2,2,0
Silver Tempest,Silver Tempest 13,Durant,13,2,0,0
Silver Tempest,Silver Tempest 14,Virizion,14,2,1,0
Silver Tempest,Silver Tempest 15,Chesnaught V,15,2,0,0
Silver Tempest,Silver Tempest 16,Radiant Tsareena,16,3,0,0
Silver Tempest,Silver Tempest 17,Vulpix,17,2,2,0
Silver Tempest,Silver Tempest 18,Ninetales,18,2,2,0
Silver Tempest,Silver Tempest 19,Growlithe,19,2,1,0
Silver Tempest,Silver Tempest 20,Arcanine,20,2,1,0
Silver Tempest,Silver Tempest 21,Ponyta,21,2,1,0
Silver Tempest,Silver Tempest 22,Rapidash,22,2,1,0
Silver Tempest,Silver Tempest 23,Victini,23,2,2,0
Silver Tempest,Silver Tempest 24,Reshiram V,24,2,0,0
Silver Tempest,Silver Tempest 25,Fennekin,25,2,1,0
Silver Tempest,Silver Tempest 26,Braixen,26,2,2,0
Silver Tempest,Silver Tempest 27,Delphox,27,2,1,0
Silver Tempest,Silver Tempest 28,Fletchinder,28,2,2,0
Silver Tempest,Silver Tempest 29,Talonflame,29,2,0,0
Silver Tempest,Silver Tempest 30,Litten,30,2,1,0
Silver Tempest,Silver Tempest 31,Torracat,31,2,0,0
Silver Tempest,Silver Tempest 32,Incineroar,32,2,1,0
Silver Tempest,Silver Tempest 33,Alolan Vulpix V,33,2,0,0
Silver Tempest,Silver Tempest 35,Omastar V,35,2,0,0
Silver Tempest,Silver Tempest 36,Articuno,36,2,1,0
Silver Tempest,Silver Tempest 37,Wailmer,37,2,1,0
Silver Tempest,Silver Tempest 38,Wailord,38,2,0,0
Silver Tempest,Silver Tempest 39,Feebas,39,2,1,0
Silver Tempest,Silver Tempest 40,Milotic,40,1,1,0
Silver Tempest,Silver Tempest 41,Snorunt,41,2,1,0
Silver Tempest,Silver Tempest 42,Glalie,42,2,2,0
Silver Tempest,Silver Tempest 43,Froslass,43,2,1,0
Silver Tempest,Silver Tempest 44,Relicanth,44,2,2,0
Silver Tempest,Silver Tempest 45,Phione,45,2,0,0
Silver Tempest,Silver Tempest 46,Keldeo,46,2,0,0
Silver Tempest,Silver Tempest 47,Dewpider,47,2,0,0
Silver Tempest,Silver Tempest 48,Araquanid,48,2,0,0
Silver Tempest,Silver Tempest 49,Pikachu,49,2,0,0
Silver Tempest,Silver Tempest 50,Raichu,50,2,1,0
Silver Tempest,Silver Tempest 51,Chinchou,51,2,2,0
Silver Tempest,Silver Tempest 52,Lanturn,52,2,2,0
Silver Tempest,Silver Tempest 53,Rotom,53,2,0,0
Silver Tempest,Silver Tempest 54,Emolga,54,2,2,0
Silver Tempest,Silver Tempest 55,Stunfisk,55,2,1,0
Silver Tempest,Silver Tempest 56,Zeraora,56,2,0,0
Silver Tempest,Silver Tempest 57,Regieleki V,57,1,0,0
Silver Tempest,Silver Tempest 58,Regieleki VMAX,58,1,0,0
Silver Tempest,Silver Tempest 59,Radiant Alakazam,59,4,0,0
Silver Tempest,Silver Tempest 60,Drowzee,60,2,2,0
Silver Tempest,Silver Tempest 61,Hypno,61,2,0,0
Silver Tempest,Silver Tempest 62,Jynx,62,2,2,0
Silver Tempest,Silver Tempest 63,Misdreavus,63,2,2,0
Silver Tempest,Silver Tempest 64,Mismagius,64,2,1,0
Silver Tempest,Silver Tempest 65,Unown V,65,2,0,0
Silver Tempest,Silver Tempest 66,Unown VSTAR,66,2,0,0
Silver Tempest,Silver Tempest 67,Ralts,67,2,0,0
Silver Tempest,Silver Tempest 68,Kirlia,68,2,0,0
Silver Tempest,Silver Tempest 69,Gardevoir,69,2,0,0
Silver Tempest,Silver Tempest 70,Mawile V,70,2,0,0
Silver Tempest,Silver Tempest 71,Mawile VSTAR,71,2,0,0
Silver Tempest,Silver Tempest 72,Meditite,72,2,0,0
Silver Tempest,Silver Tempest 73,Medicham,73,2,0,0
Silver Tempest,Silver Tempest 74,Chimecho,74,2,1,0
Silver Tempest,Silver Tempest 75,Sigilyph,75,2,1,0
Silver Tempest,Silver Tempest 76,Solosis,76,2,2,0
Silver Tempest,Silver Tempest 77,Duosion,77,2,1,0
Silver Tempest,Silver Tempest 78,Reuniclus,78,1,0,0
Silver Tempest,Silver Tempest 79,Elgyem,79,2,0,0
Silver Tempest,Silver Tempest 80,Beheeyem,80,2,1,0
Silver Tempest,Silver Tempest 81,Espurr,81,2,0,0
Silver Tempest,Silver Tempest 82,Meowstic,82,2,2,0
Silver Tempest,Silver Tempest 83,Swirlix,83,2,2,0
Silver Tempest,Silver Tempest 84,Slurpuff,84,2,0,0
Silver Tempest,Silver Tempest 85,Dedenne,85,2,2,0
Silver Tempest,Silver Tempest 86,Indeedee,86,2,1,0
Silver Tempest,Silver Tempest 87,Dreepy,87,2,0,0
Silver Tempest,Silver Tempest 88,Drakloak,88,2,2,0
Silver Tempest,Silver Tempest 89,Dragapult,89,2,2,0
Silver Tempest,Silver Tempest 90,Hisuian Arcanine V,90,2,0,0
Silver Tempest,Silver Tempest 91,Phanpy,91,2,1,0
Silver Tempest,Silver Tempest 92,Donphan,92,2,0,0
Silver Tempest,Silver Tempest 93,Baltoy,93,2,1,0
Silver Tempest,Silver Tempest 94,Claydol,94,2,0,0
Silver Tempest,Silver Tempest 95,Anorith,95,2,2,0
Silver Tempest,Silver Tempest 96,Armaldo,96,2,0,0
Silver Tempest,Silver Tempest 97,Terrakion,97,2,0,0
Silver Tempest,Silver Tempest 98,Hawlucha,98,2,2,0
Silver Tempest,Silver Tempest 99,Sandygast,99,2,2,0
Silver Tempest,Silver Tempest 100,Palossand,100,2,0,0
Silver Tempest,Silver Tempest 101,Stonjourner,101,2,1,0
Silver Tempest,Silver Tempest 102,Ursaluna V,102,1,0,0
Silver Tempest,Silver Tempest 103,Zubat,103,2,1,0
Silver Tempest,Silver Tempest 104,Golbat,104,2,2,0
Silver Tempest,Silver Tempest 105,Crobat,105,1,0,0
Silver Tempest,Silver Tempest 106,Murkrow,106,2,1,0
Silver Tempest,Silver Tempest 107,Honchkrow,107,2,2,0
Silver Tempest,Silver Tempest 108,Skuntank V,108,1,0,0
Silver Tempest,Silver Tempest 109,Croagunk,109,2,1,0
Silver Tempest,Silver Tempest 110,Toxicroak,110,2,2,0
Silver Tempest,Silver Tempest 111,Sandile,111,2,1,0
Silver Tempest,Silver Tempest 112,Krokorok,112,2,0,0
Silver Tempest,Silver Tempest 113,Krookodile,113,2,0,0
Silver Tempest,Silver Tempest 114,Mareanie,114,2,0,0
Silver Tempest,Silver Tempest 115,Toxapex,115,2,0,0
Silver Tempest,Silver Tempest 116,Morpeko,116,2,1,0
Silver Tempest,Silver Tempest 117,Beldum,117,2,2,0
Silver Tempest,Silver Tempest 118,Metang,118,2,0,0
Silver Tempest,Silver Tempest 119,Metagross,119,2,0,0
Silver Tempest,Silver Tempest 120,Radiant Jirachi,120,2,0,0
Silver Tempest,Silver Tempest 121,Ferroseed,121,2,2,0
Silver Tempest,Silver Tempest 122,Ferrothorn,122,2,0,0
Silver Tempest,Silver Tempest 123,Klink,123,2,2,0
Silver Tempest,Silver Tempest 124,Klang,124,2,1,0
Silver Tempest,Silver Tempest 125,Klinklang,125,2,0,0
Silver Tempest,Silver Tempest 126,Cobalion,126,2,1,0
Silver Tempest,Silver Tempest 127,Togedemaru,127,2,2,0
Silver Tempest,Silver Tempest 128,Magearna V,128,1,0,0
Silver Tempest,Silver Tempest 129,Dratini,129,2,2,0
Silver Tempest,Silver Tempest 130,Dragonair,130,2,1,0
Silver Tempest,Silver Tempest 131,Dragonite,131,2,0,0
Silver Tempest,Silver Tempest 132,Noibat,132,2,0,0
Silver Tempest,Silver Tempest 133,Noivern,133,2,0,0
Silver Tempest,Silver Tempest 134,Zygarde,134,2,0,0
Silver Tempest,Silver Tempest 135,Regidrago V,135,2,0,0
Silver Tempest,Silver Tempest 136,Regidrago VSTAR,136,1,0,0
Silver Tempest,Silver Tempest 137,Smeargle,137,2,1,0
Silver Tempest,Silver Tempest 138,Lugia V,138,2,0,0
Silver Tempest,Silver Tempest 139,Lugia VSTAR,139,5,0,0
Silver Tempest,Silver Tempest 140,Ho-Oh V,140,1,0,0
Silver Tempest,Silver Tempest 141,Spinda,141,2,2,0
Silver Tempest,Silver Tempest 142,Swablu,142,2,2,0
Silver Tempest,Silver Tempest 143,Altaria,143,2,2,0
Silver Tempest,Silver Tempest 144,Buneary,144,2,2,0
Silver Tempest,Silver Tempest 145,Lopunny,145,2,2,0
Silver Tempest,Silver Tempest 146,Archen,146,2,2,0
Silver Tempest,Silver Tempest 147,Archeops,147,1,1,0
Silver Tempest,Silver Tempest 148,Rufflet,148,2,2,0
Silver Tempest,Silver Tempest 149,Hisuian Braviary,149,2,1,0
Silver Tempest,Silver Tempest 150,Fletchling,150,2,2,0
Silver Tempest,Silver Tempest 151,Brandon,151,2,2,0
Silver Tempest,Silver Tempest 152,Candice,152,2,2,0
Silver Tempest,Silver Tempest 153,Capturing Aroma,153,2,2,0
Silver Tempest,Silver Tempest 154,Earthen Seal Stone,154,2,0,0
Silver Tempest,Silver Tempest 155,Emergency Jelly,155,2,2,0
Silver Tempest,Silver Tempest 156,Forest Seal Stone,156,2,0,0
Silver Tempest,Silver Tempest 157,Furisode Girl,157,2,2,0
Silver Tempest,Silver Tempest 158,Gym Trainer,158,2,2,0
Silver Tempest,Silver Tempest 159,Lance,159,2,2,0
Silver Tempest,Silver Tempest 160,Leafy Camo Poncho,160,2,1,0
Silver Tempest,Silver Tempest 161,Primordial Altar,161,2,2,0
Silver Tempest,Silver Tempest 162,Professor Laventon,162,2,1,0
Silver Tempest,Silver Tempest 163,Quad Stone,163,2,1,0
Silver Tempest,Silver Tempest 164,Serena,164,5,2,0
Silver Tempest,Silver Tempest 165,Unidentified Fossil,165,2,2,0
Silver Tempest,Silver Tempest 166,Wallace,166,2,1,0
Silver Tempest,Silver Tempest 167,Worker,167,2,2,0
Silver Tempest,Silver Tempest 168,Regenerative Energy,168,2,0,0
Silver Tempest,Silver Tempest 169,V Guard Energy,169,2,2,0
Silver Tempest,Silver Tempest 170,Serperior V,170,1,0,0
Silver Tempest,Silver Tempest 171,Chesnaught V,171,1,0,0
Silver Tempest,Silver Tempest 174,Omastar V,174,2,0,0
Silver Tempest,Silver Tempest 176,Unown V,176,1,0,0
Silver Tempest,Silver Tempest 177,Unown V,177,1,0,0
Silver Tempest,Silver Tempest 185,Lugia V,185,1,0,0
Silver Tempest,Silver Tempest 190,Furisode Girl,190,1,0,0
Silver Tempest,Silver Tempest 194,Wallace,194,1,0,0
Silver Tempest,Silver Tempest 197,Alolan Vulpix VSTAR,197,1,0,0
Silver Tempest,Silver Tempest 204,Candice,204,1,0,0
Silver Tempest,Silver Tempest 207,Serena,207,1,0,0
Silver Tempest,Silver Tempest 209,Worker,209,1,0,0
Silver Tempest,Silver Tempest 212,Energy Switch,212,2,0,0
Silver Tempest,Silver Tempest 213,Gapejaw Bog,213,2,0,0
Silver Tempest,Silver Tempest 214,Leafy Camo Poncho,214,2,0,0
Silver Tempest,Silver Tempest TG01,Braixen,TG01,2,0,0
Silver Tempest,Silver Tempest TG02,Milotic,TG02,2,0,0
Silver Tempest,Silver Tempest TG03,Flaaffy,TG03,1,0,0
Silver Tempest,Silver Tempest TG04,Jynx,TG04,1,0,0
Silver Tempest,Silver Tempest TG05,Gardevoir,TG05,1,0,0
Silver Tempest,Silver Tempest TG07,Rockruff,TG07,1,0,0
Silver Tempest,Silver Tempest TG08,Passimian,TG08,4,0,0
Silver Tempest,Silver Tempest TG09,Druddigon,TG09,3,0,0
Silver Tempest,Silver Tempest TG10,Smeargle,TG10,2,0,0
Silver Tempest,Silver Tempest TG11,Altaria,TG11,1,0,0
Silver Tempest,Silver Tempest TG14,Blaziken V,TG14,1,0,0
Silver Tempest,Silver Tempest TG18,Corviknight V,TG18,1,0,0
Silver Tempest,Silver Tempest TG22,Blissey V,TG22,1,0,0
Silver Tempest,Silver Tempest TG23,Friends in Galar,TG23,2,0,0
Silver Tempest,Silver Tempest TG24,Gordie,TG24,2,0,0
Silver Tempest,Silver Tempest TG25,Judge,TG25,1,0,0
Silver Tempest,Silver Tempest TG28,Sordward & Shielbert,TG28,1,0,0
Silver Tempest,Silver Tempest TG29,Rayquaza VMAX,TG29,1,0,0
Silver Tempest,Silver Tempest TG30,Duraludon VMAX,TG30,1,0,0
Evolving Skies,Evolving Skies 1,Pinsir,1,2,2,0
Evolving Skies,Evolving Skies 2,Hoppip,2,2,0,0
Evolving Skies,Evolving Skies 3,Skiploom,3,2,2,0
Evolving Skies,Evolving Skies 4,Jumpluff,4,2,2,0
Evolving Skies,Evolving Skies 5,Seedot,5,2,2,0
Evolving Skies,Evolving Skies 6,Tropius,6,2,2,0
Evolving Skies,Evolving Skies 7,Leafeon V,7,3,0,0
Evolving Skies,Evolving Skies 8,Leafeon VMAX,8,4,0,0
Evolving Skies,Evolving Skies 9,Petilil,9,2,2,0
Evolving Skies,Evolving Skies 10,Lilligant,10,2,2,0
Evolving Skies,Evolving Skies 11,Dwebble,11,2,1,0
Evolving Skies,Evolving Skies 12,Crustle,12,2,2,0
Evolving Skies,Evolving Skies 13,Trevenant V,13,1,0,0
Evolving Skies,Evolving Skies 14,Trevenant VMAX,14,2,0,0
Evolving Skies,Evolving Skies 15,Gossifleur,15,2,2,0
Evolving Skies,Evolving Skies 16,Eldegoss,16,2,1,0
Evolving Skies,Evolving Skies 17,Applin,17,2,2,0
Evolving Skies,Evolving Skies 18,Flareon VMAX,18,1,0,0
Evolving Skies,Evolving Skies 19,Entei,19,2,1,0
Evolving Skies,Evolving Skies 20,Victini,20,2,1,0
Evolving Skies,Evolving Skies 21,Volcarona V,21,2,0,0
Evolving Skies,Evolving Skies 22,Litleo,22,2,2,0
Evolving Skies,Evolving Skies 23,Pyroar,23,2,2,0
Evolving Skies,Evolving Skies 24,Psyduck,24,2,2,0
Evolving Skies,Evolving Skies 25,Golduck,25,2,2,0
Evolving Skies,Evolving Skies 26,Tentacool,26,2,2,0
Evolving Skies,Evolving Skies 27,Tentacruel,27,2,1,0
Evolving Skies,Evolving Skies 28,Gyarados V,28,2,0,0
Evolving Skies,Evolving Skies 29,Gyarados VMAX,29,2,0,0
Evolving Skies,Evolving Skies 30,Vaporeon VMAX,30,1,0,0
Evolving Skies,Evolving Skies 31,Suicune V,31,1,0,0
Evolving Skies,Evolving Skies 32,Lotad,32,2,0,0
Evolving Skies,Evolving Skies 33,Lombre,33,2,2,0
Evolving Skies,Evolving Skies 34,Ludicolo,34,2,2,0
Evolving Skies,Evolving Skies 35,Carvanha,35,2,2,0
Evolving Skies,Evolving Skies 36,Sharpedo,36,2,1,0
Evolving Skies,Evolving Skies 37,Feebas,37,2,2,0
Evolving Skies,Evolving Skies 38,Milotic,38,2,1,0
Evolving Skies,Evolving Skies 39,Luvdisc,39,2,2,0
Evolving Skies,Evolving Skies 40,Glaceon V,40,2,0,0
Evolving Skies,Evolving Skies 41,Glaceon VMAX,41,3,0,0
Evolving Skies,Evolving Skies 42,Tympole,42,2,1,0
Evolving Skies,Evolving Skies 43,Cryogonal,43,2,2,0
Evolving Skies,Evolving Skies 44,Bergmite,44,2,2,0
Evolving Skies,Evolving Skies 45,Avalugg,45,2,2,0
Evolving Skies,Evolving Skies 46,Wishiwashi,46,2,1,0
Evolving Skies,Evolving Skies 47,Eiscue,47,2,2,0
Evolving Skies,Evolving Skies 48,Arctovish V,48,2,0,0
Evolving Skies,Evolving Skies 49,Pikachu,49,2,2,0
Evolving Skies,Evolving Skies 50,Raichu,50,2,2,0
Evolving Skies,Evolving Skies 51,Jolteon VMAX,51,1,0,0
Evolving Skies,Evolving Skies 52,Chinchou,52,2,2,0
Evolving Skies,Evolving Skies 53,Lanturn,53,2,2,0
Evolving Skies,Evolving Skies 54,Mareep,54,2,2,0
Evolving Skies,Evolving Skies 55,Flaaffy,55,2,0,0
Evolving Skies,Evolving Skies 56,Ampharos,56,2,2,0
Evolving Skies,Evolving Skies 57,Emolga,57,2,2,0
Evolving Skies,Evolving Skies 58,Dracozolt V,58,1,0,0
Evolving Skies,Evolving Skies 59,Dracozolt VMAX,59,2,0,0
Evolving Skies,Evolving Skies 60,Regieleki,60,1,2,0
Evolving Skies,Evolving Skies 61,Drowzee,61,2,1,0
Evolving Skies,Evolving Skies 62,Hypno,62,2,2,0
Evolving Skies,Evolving Skies 63,Galarian Articuno,63,2,0,0
Evolving Skies,Evolving Skies 64,Espeon V,64,2,0,0
Evolving Skies,Evolving Skies 65,Espeon VMAX,65,4,0,0
Evolving Skies,Evolving Skies 66,Wobbuffet,66,2,1,0
Evolving Skies,Evolving Skies 67,Sableye,67,2,2,0
Evolving Skies,Evolving Skies 68,Woobat,68,2,1,0
Evolving Skies,Evolving Skies 69,Swoobat,69,2,2,0
Evolving Skies,Evolving Skies 70,Golurk V,70,2,0,0
Evolving Skies,Evolving Skies 71,Flabébé,71,2,2,0
Evolving Skies,Evolving Skies 72,Floette,72,2,2,0
Evolving Skies,Evolving Skies 73,Florges,73,2,2,0
Evolving Skies,Evolving Skies 74,Sylveon V,74,2,0,0
Evolving Skies,Evolving Skies 76,Pumpkaboo,76,2,1,0
Evolving Skies,Evolving Skies 77,Gourgeist,77,2,0,0
Evolving Skies,Evolving Skies 78,Cutiefly,78,2,0,0
Evolving Skies,Evolving Skies 79,Ribombee,79,2,2,0
Evolving Skies,Evolving Skies 80,Marshadow,80,2,2,0
Evolving Skies,Evolving Skies 81,Hitmonchan,81,2,2,0
Evolving Skies,Evolving Skies 82,Galarian Zapdos,82,2,1,0
Evolving Skies,Evolving Skies 83,Medicham V,83,2,0,0
Evolving Skies,Evolving Skies 84,Hippopotas,84,2,2,0
Evolving Skies,Evolving Skies 85,Hippowdon,85,2,2,0
Evolving Skies,Evolving Skies 86,Roggenrola,86,2,2,0
Evolving Skies,Evolving Skies 87,Boldore,87,2,2,0
Evolving Skies,Evolving Skies 88,Gigalith,88,2,2,0
Evolving Skies,Evolving Skies 89,Palpitoad,89,2,2,0
Evolving Skies,Evolving Skies 90,Seismitoad,90,2,1,0
Evolving Skies,Evolving Skies 91,Lycanroc V,91,2,0,0
Evolving Skies,Evolving Skies 92,Lycanroc VMAX,92,1,0,0
Evolving Skies,Evolving Skies 93,Galarian Moltres,93,2,2,0
Evolving Skies,Evolving Skies 94,Umbreon V,94,3,0,0
Evolving Skies,Evolving Skies 95,Umbreon VMAX,95,3,0,0
Evolving Skies,Evolving Skies 96,Nuzleaf,96,2,2,0
Evolving Skies,Evolving Skies 97,Shiftry,97,2,2,0
Evolving Skies,Evolving Skies 98,Scraggy,98,2,2,0
Evolving Skies,Evolving Skies 99,Scrafty,99,2,2,0
Evolving Skies,Evolving Skies 100,Garbodor V,100,2,0,0
Evolving Skies,Evolving Skies 101,Garbodor VMAX,101,2,0,0
Evolving Skies,Evolving Skies 102,Zorua,102,2,2,0
Evolving Skies,Evolving Skies 103,Zoroark,103,1,0,0
Evolving Skies,Evolving Skies 104,Nickit,104,2,2,0
Evolving Skies,Evolving Skies 105,Thievul,105,2,0,0
Evolving Skies,Evolving Skies 106,Altaria,106,2,2,0
Evolving Skies,Evolving Skies 107,Bagon,107,2,2,0
Evolving Skies,Evolving Skies 108,Shelgon,108,2,1,0
Evolving Skies,Evolving Skies 109,Salamence,109,2,2,0
Evolving Skies,Evolving Skies 110,Rayquaza V,110,2,0,0
Evolving Skies,Evolving Skies 111,Rayquaza VMAX,111,3,0,0
Evolving Skies,Evolving Skies 112,Dialga,112,2,2,0
Evolving Skies,Evolving Skies 113,Deino,113,2,2,0
Evolving Skies,Evolving Skies 114,Zweilous,114,2,2,0
Evolving Skies,Evolving Skies 115,Hydreigon,115,2,2,0
Evolving Skies,Evolving Skies 116,Kyurem,116,2,2,0
Evolving Skies,Evolving Skies 117,Noivern V,117,1,0,0
Evolving Skies,Evolving Skies 118,Zygarde,118,2,1,0
Evolving Skies,Evolving Skies 119,Drampa,119,2,2,0
Evolving Skies,Evolving Skies 120,Flapple,120,2,1,0
Evolving Skies,Evolving Skies 121,Appletun,121,2,2,0
Evolving Skies,Evolving Skies 122,Duraludon V,122,2,0,0
Evolving Skies,Evolving Skies 124,Regidrago,124,0,2,0
Evolving Skies,Evolving Skies 125,Eevee,125,2,2,0
Evolving Skies,Evolving Skies 126,Teddiursa,126,2,2,0
Evolving Skies,Evolving Skies 127,Ursaring,127,2,2,0
Evolving Skies,Evolving Skies 128,Smeargle,128,2,0,0
Evolving Skies,Evolving Skies 129,Slakoth,129,2,2,0
Evolving Skies,Evolving Skies 130,Vigoroth,130,2,2,0
Evolving Skies,Evolving Skies 131,Slaking,131,2,2,0
Evolving Skies,Evolving Skies 132,Swablu,132,2,2,0
Evolving Skies,Evolving Skies 133,Lillipup,133,2,1,0
Evolving Skies,Evolving Skies 134,Herdier,134,2,2,0
Evolving Skies,Evolving Skies 135,Stoutland,135,2,2,0
Evolving Skies,Evolving Skies 136,Rufflet,136,2,2,0
Evolving Skies,Evolving Skies 137,Braviary,137,2,2,0
Evolving Skies,Evolving Skies 138,Fletchling,138,2,2,0
Evolving Skies,Evolving Skies 139,Fletchinder,139,2,2,0
Evolving Skies,Evolving Skies 140,Talonflame,140,2,1,0
Evolving Skies,Evolving Skies 141,Aroma Lady,141,2,2,0
Evolving Skies,Evolving Skies 142,Boost Shake,142,2,2,0
Evolving Skies,Evolving Skies 143,Copycat,143,2,2,0
Evolving Skies,Evolving Skies 144,Crystal Cave,144,2,2,0
Evolving Skies,Evolving Skies 145,Digging Gloves,145,2,2,0
Evolving Skies,Evolving Skies 146,Dream Ball,146,2,2,0
Evolving Skies,Evolving Skies 147,Elemental Badge,147,2,2,0
Evolving Skies,Evolving Skies 148,Full Face Guard,148,2,2,0
Evolving Skies,Evolving Skies 149,Gordie,149,2,2,0
Evolving Skies,Evolving Skies 150,Lucky Ice Pop,150,2,2,0
Evolving Skies,Evolving Skies 151,Moon & Sun Badge,151,2,2,0
Evolving Skies,Evolving Skies 152,Raihan,152,2,2,0
Evolving Skies,Evolving Skies 153,Rapid Strike Scroll of the Flying Dragon,153,2,2,0
Evolving Skies,Evolving Skies 154,Rescue Carrier,154,2,2,0
Evolving Skies,Evolving Skies 155,Ribbon Badge,155,2,2,0
Evolving Skies,Evolving Skies 156,Rubber Gloves,156,2,2,0
Evolving Skies,Evolving Skies 157,Shopping Center,157,2,2,0
Evolving Skies,Evolving Skies 158,Single Strike Scroll of the Fanged Dragon,158,2,2,0
Evolving Skies,Evolving Skies 159,Snow Leaf Badge,159,2,2,0
Evolving Skies,Evolving Skies 160,Spirit Mask,160,2,2,0
Evolving Skies,Evolving Skies 161,Stormy Mountains,161,2,2,0
Evolving Skies,Evolving Skies 162,Switching Cups,162,2,2,0
Evolving Skies,Evolving Skies 163,Toy Catcher,163,2,2,0
Evolving Skies,Evolving Skies 164,Zinnia's Resolve,164,2,2,0
Evolving Skies,Evolving Skies 165,Treasure Energy,165,2,1,0
Evolving Skies,Evolving Skies 177,Jolteon V,177,1,0,0
Evolving Skies,Evolving Skies 181,Golurk V,181,1,0,0
Evolving Skies,Evolving Skies 183,Sylveon V,183,2,0,0
Evolving Skies,Evolving Skies 189,Umbreon V,189,1,0,0
Evolving Skies,Evolving Skies 190,Garbodor V,190,1,0,0
Evolving Skies,Evolving Skies 192,Dragonite V,192,1,0,0
Evolving Skies,Evolving Skies 198,Duraludon V,198,1,0,0
Evolving Skies,Evolving Skies 200,Copycat,200,1,0,0
Evolving Skies,Evolving Skies 208,Glaceon VMAX,208,1,0,0
Evolving Skies,Evolving Skies 211,Sylveon VMAX,211,1,0,0
Evolving Skies,Evolving Skies 219,Duraludon VMAX,219,1,0,0
Evolving Skies,Evolving Skies 230,Crystal Cave,230,1,0,0
Evolving Skies,Evolving Skies 231,Full Face Guard,231,1,0,0
Evolving Skies,Evolving Skies 232,Stormy Mountains,232,1,0,0
Pokemon GO,Pokemon GO 1,Bulbasaur,1,2,2,0
Pokemon GO,Pokemon GO 2,Ivysaur,2,2,0,0
Pokemon GO,Pokemon GO 3,Venusaur,3,2,1,0
Pokemon GO,Pokemon GO 4,Radiant Venusaur,4,1,0,0
Pokemon GO,Pokemon GO 5,Alolan Exeggutor V,5,1,0,0
Pokemon GO,Pokemon GO 6,Spinarak,6,2,0,0
Pokemon GO,Pokemon GO 7,Ariados,7,2,0,0
Pokemon GO,Pokemon GO 8,Charmander,8,2,2,0
Pokemon GO,Pokemon GO 9,Charmeleon,9,2,0,0
Pokemon GO,Pokemon GO 10,Charizard,10,1,1,0
Pokemon GO,Pokemon GO 11,Radiant Charizard,11,4,0,0
Pokemon GO,Pokemon GO 12,Moltres,12,2,0,0
Pokemon GO,Pokemon GO 13,Numel,13,2,2,0
Pokemon GO,Pokemon GO 14,Camerupt,14,2,2,0
Pokemon GO,Pokemon GO 15,Squirtle,15,2,2,0
Pokemon GO,Pokemon GO 16,Wartortle,16,2,1,0
Pokemon GO,Pokemon GO 17,Blastoise,17,2,1,0
Pokemon GO,Pokemon GO 18,Radiant Blastoise,18,3,0,0
Pokemon GO,Pokemon GO 19,Slowpoke,19,2,1,0
Pokemon GO,Pokemon GO 20,Slowbro,20,2,2,0
Pokemon GO,Pokemon GO 21,Magikarp,21,2,2,0
Pokemon GO,Pokemon GO 22,Gyarados,22,1,1,0
Pokemon GO,Pokemon GO 23,Lapras,23,2,0,0
Pokemon GO,Pokemon GO 24,Articuno,24,2,2,0
Pokemon GO,Pokemon GO 25,Wimpod,25,2,2,0
Pokemon GO,Pokemon GO 26,Golisopod,26,2,1,0
Pokemon GO,Pokemon GO 27,Pikachu,27,2,2,0
Pokemon GO,Pokemon GO 28,Pikachu,28,2,0,0
Pokemon GO,Pokemon GO 29,Zapdos,29,2,1,0
Pokemon GO,Pokemon GO 30,Mewtwo V,30,2,0,0
Pokemon GO,Pokemon GO 31,Mewtwo VSTAR,31,3,0,0
Pokemon GO,Pokemon GO 32,Natu,32,2,0,0
Pokemon GO,Pokemon GO 33,Xatu,33,2,2,0
Pokemon GO,Pokemon GO 34,Lunatone,34,2,0,0
Pokemon GO,Pokemon GO 35,Sylveon,35,2,1,0
Pokemon GO,Pokemon GO 36,Onix,36,2,1,0
Pokemon GO,Pokemon GO 37,Larvitar,37,2,1,0
Pokemon GO,Pokemon GO 38,Pupitar,38,2,2,0
Pokemon GO,Pokemon GO 39,Solrock,39,2,0,0
Pokemon GO,Pokemon GO 41,Alolan Rattata,41,2,1,0
Pokemon GO,Pokemon GO 42,Alolan Raticate,42,2,2,0
Pokemon GO,Pokemon GO 43,Tyranitar,43,2,2,0
Pokemon GO,Pokemon GO 44,Steelix,44,2,1,0
Pokemon GO,Pokemon GO 45,Meltan,45,2,2,0
Pokemon GO,Pokemon GO 46,Melmetal,46,2,2,0
Pokemon GO,Pokemon GO 47,Melmetal V,47,2,0,0
Pokemon GO,Pokemon GO 48,Melmetal VMAX,48,2,0,0
Pokemon GO,Pokemon GO 49,Dragonite V,49,2,0,0
Pokemon GO,Pokemon GO 50,Dragonite VSTAR,50,2,0,0
Pokemon GO,Pokemon GO 51,Chansey,51,2,2,0
Pokemon GO,Pokemon GO 52,Blissey,52,2,2,0
Pokemon GO,Pokemon GO 53,Ditto,53,5,0,0
Pokemon GO,Pokemon GO 54,Eevee,54,2,0,0
Pokemon GO,Pokemon GO 55,Snorlax,55,2,0,0
Pokemon GO,Pokemon GO 56,Aipom,56,2,1,0
Pokemon GO,Pokemon GO 57,Ambipom,57,2,1,0
Pokemon GO,Pokemon GO 58,Slaking V,58,2,0,0
